거래년도,거래분기,시,구,동,거래당시연면적,거래당시토지면적,현재연면적,빌딩비고,거래비고,거래가,지상층,지하층,준공년도,건물유형,권역,기준금리(%),APT매매가격지수,오피스매매가격지수,소비자물가지수,건설_소계_건설공사비지수,주거용건물_건설공사비지수,비주거용건물_건설공사비지수,건축보수_건설공사비지수,표준지공시지가평균(원/㎡),업무용_실거래가_연면적당평균(만원/㎡),단독다가구_실거래가_건물면적당평균(만원/㎡),아파트_실거래가_건물면적당평균(만원/㎡),연립다세대_실거래가_건물면적당평균(만원/㎡),오피스텔_실거래가_건물면적당평균(만원/㎡),주거용_실거래가_건물면적당평균(만원/㎡),오피스_평균연면적(㎡),오피스_공실률(%),오피스_전환율(%),오피스_임대료(천원/㎡),오피스_임대수입(%),오피스_기타수입(%),오피스_영업경비(%),오피스_순영업소득(%),오피스_순영업소득(천원/㎡),오피스_소득수익률(%),오피스_자본수익률(%),오피스_투자수익률(%)
2014,1Q,서울,영등포구,여의도동,27202.05,3602.0,,,,14600,12.0,4.0,1985.0,집합,여의도권,2.50,,55.54469657,92.885,84.69666666666667,83.91000000000001,84.67,84.73,4097.330378280017,419.9249773529377,,724.6994074605257,,532.6798334060354,680.2948809604247,23158.0,8.8,12.0,20.607946496507395,98.59192446126531,1.408075538734689,25.107994932478352,74.89200506752165,54.0,1.4965555515552145,0.27527767039176293,1.7718332219469772
2014,1Q,서울,강남구,논현동,3516.43,713.6,,,,8100,7.0,2.0,2004.0,일반,강남권,2.50,,50.95951641,92.885,84.69666666666667,83.91000000000001,84.67,84.73,22213.120942711135,,713.7319617379187,799.7902014653092,614.0193913723497,663.4886480818836,720.9138716520745,8970.0,12.8,12.4,23.854681581136276,99.72824244434575,0.2717575556542526,19.561651870407516,80.43834812959248,68.0,0.9662856436295366,0.24859576337821085,1.2148814070077474
2014,1Q,서울,서대문구,충정로3가,25984.49,2705.0,,,,13900,17.0,4.0,1995.0,일반,기타권,2.50,,55.0211481,92.885,84.69666666666667,83.91000000000001,84.67,84.73,32572.694880713498,,,511.1061017499036,454.67418755820927,477.73279352226723,494.9337194291296,6012.0,10.2,11.2,14.012982873394762,98.79033804141153,1.2096619585884676,27.5111428379012,72.4888571620988,36.0,1.237201693129045,0.5436825159375482,1.7808842090665933
2014,1Q,서울,서대문구,충정로3가,31894.78,3772.0,,,,10500,17.0,4.0,1987.0,집합,기타권,2.50,,55.0211481,92.885,84.69666666666667,83.91000000000001,84.67,84.73,32572.694880713498,,,511.1061017499036,454.67418755820927,477.73279352226723,494.9337194291296,6012.0,10.2,11.2,14.012982873394762,98.79033804141153,1.2096619585884676,27.5111428379012,72.4888571620988,36.0,1.237201693129045,0.5436825159375482,1.7808842090665933
2014,1Q,서울,용산구,한남동,4370.31,730.5,,,,25200,5.0,4.0,2012.0,일반,기타권,2.50,,55.0211481,92.885,84.69666666666667,83.91000000000001,84.67,84.73,23992.170118357033,,744.6263782973992,1090.179995140362,758.5597050314783,793.6507936507937,979.5989322846626,6012.0,10.2,11.2,14.012982873394762,98.79033804141153,1.2096619585884676,27.5111428379012,72.4888571620988,36.0,1.237201693129045,0.5436825159375482,1.7808842090665933
2014,1Q,서울,강남구,신사동,7164.42,1077.2,,,,23500,8.0,4.0,1995.0,일반,강남권,2.50,,50.95951641,92.885,84.69666666666667,83.91000000000001,84.67,84.73,22772.73688139026,,1023.3989143234456,729.5137390248686,752.8921924247916,,781.469923801687,8970.0,12.8,12.4,23.854681581136276,99.72824244434575,0.2717575556542526,19.561651870407516,80.43834812959248,68.0,0.9662856436295366,0.24859576337821085,1.2148814070077474
2014,1Q,서울,강남구,삼성동,16130.47,1105.9,,,,9700,17.0,6.0,1993.0,집합,강남권,2.50,,50.95951641,92.885,84.69666666666667,83.91000000000001,84.67,84.73,25318.948273634753,1027.4409700063818,1546.901085823762,974.6344625281296,673.8389036509174,709.3557594959793,952.7167906033399,8970.0,12.8,12.4,23.854681581136276,99.72824244434575,0.2717575556542526,19.561651870407516,80.43834812959248,68.0,0.9662856436295366,0.24859576337821085,1.2148814070077474
2014,1Q,서울,송파구,신천동,21278.67,7299.6,,,,31200,8.0,2.0,1985.0,일반,강동송파권,2.50,,55.73462004,92.885,84.69666666666667,83.91000000000001,84.67,84.73,6181.295623764638,655.5646946743219,,969.1187044248909,,614.3707237159101,965.8789968385074,,,,,,,,,,,,
2014,1Q,서울,영등포구,당산동3가,6135.68,8730.5,,,,26900,5.0,1.0,2002.0,일반,영등포구로권,2.50,,58.51529947,92.885,84.69666666666667,83.91000000000001,84.67,84.73,35281.610955158816,,332.58540242305924,562.7672503397008,,424.0754671595793,527.8029287720071,,,,,,,,,,,,
2014,1Q,서울,영등포구,영등포동2가,9881.38,1021.0,,,,6500,12.0,5.0,2000.0,일반,영등포구로권,2.50,,58.51529947,92.885,84.69666666666667,83.91000000000001,84.67,84.73,25228.61832109944,196.73365461099564,1031.8949343339586,982.5460903715854,,325.76010691613766,842.0768544884163,,,,,,,,,,,,
